LOAN_NUMBER,SAMPLE_DATE,FILE_REQ_DATE,SECOND_REQUEST_DATE,SENT_TO_IMAGING_DATE,LENDER_RESPONSE_DUE_DATE,DATE_LOAN_FINALIZED,LENDER_ID,LENDER_NAME,LENDER_LOAN_ID,PROP_STATE,NEW_CONSTRUCTION_INDICATOR,CONDOMINIUM_INDICATOR,LOAN_ORIG_DATE,CURRENT_BALANCE,FICO_SCORE,LTV,ORIG_VALUE,AVM_VALUE,FIELD_REVIEW_VALUE_SUPPORTED,FIELD_REVIEW_VALUE,PURPOSE_CODE,OCCUPANCY_CODE,LENDER_INST_TYPE_DESCRIPTION,UNDERWRITER_NAME,REVIEW_DATE,REVIEW_STATUS,DEAL_NAME,START_DATE,LOAN_AGE,FICO_BIN,LTV_BIN
26513666,1/11/13,1/16/13,,,,,EOFYXV,Primary Capital Advisors LC,433284031,NC,No,No,12/7/12,115200,666,90,130000,,,,P,B,Mortgage Banker - (Large),,,,WFMBS 2006-AR4,6/1/13,5.782459599,"[600.0, 700.0)","(85.0, 90.0]"
30239657,3/15/12,3/19/12,,3/27/12,,4/11/12,BEBQBM,Kinecta Federal Credit Union,6000195955,IL,No,No,1/18/12,326000,667,89.31999969,365000,,,,R,B,Credit Unions,Allie Martin,4/4/12,4,WFMBS 2006-5,6/1/13,16.42744204,"[600.0, 700.0)","(85.0, 90.0]"
33368396,10/12/11,10/14/11,,10/31/11,,11/17/11,UVTNGY,Residential Mortgage LLC,1160017396,AK,No,No,8/26/11,171000,667,95,180000,,,,P,B,Mortgage Banker - (Large),Allie Martin,11/16/11,4,SEMT 2012-1,6/1/13,21.19140023,"[600.0, 700.0)","(90.0, 95.0]"
23075425,10/8/12,10/10/12,,11/1/12,,12/7/12,SMJISQ,Cendera Funding Inc,7116551909,TX,No,No,7/16/12,393840,668,83.80000305,470000,,,,R,B,Mortgage Banker - Bank Owned,Mike Willams,12/7/12,4,WFMBS 2006-AR4,6/1/13,10.51356291,"[600.0, 700.0)","(0.0, 85.0]"
19607742,1/11/13,2/4/13,,,,,BJOULP,Envoy Mortgage Ltd,1431004777,TX,No,No,11/16/12,270000,668,90,300000,,,,P,B,Mortgage Banker - Bank Owned,,,,WFMBS 2006-5,6/1/13,6.472412165,"[600.0, 700.0)","(85.0, 90.0]"
30861864,10/8/12,10/10/12,,10/17/12,,11/1/12,EQYSEW,"Wells Fargo Bank, N.A.",406333567,NC,No,No,7/20/12,313500,668,95,346000,,,,P,B,Bank Owned Mortgage Company - National,Steve Winston,10/25/12,4,WFMBS 2006-5,6/1/13,10.38214337,"[600.0, 700.0)","(90.0, 95.0]"
29013152,11/5/12,11/7/12,,11/19/12,,1/10/13,RMMHHP,Central Mortgage Company,1021637,CA,No,Yes,3/8/12,217800,669,90,242000,258000,,,P,B,Mortgage Banker - (Large),Mike Willams,1/9/13,4,WFMBS 2006-5,6/1/13,14.78469784,"[600.0, 700.0)","(85.0, 90.0]"
23511344,6/18/12,6/20/12,,7/20/12,8/24/12,8/16/12,PSXRMX,Wintrust Mortgage,5779164681,IL,No,Yes,1/20/12,112000,671,93.33000183,127000,,,,P,B,Mortgage Banker - Bank Owned,Steve Winston,7/27/12,4,SEMT 2012-1,6/1/13,16.36173227,"[600.0, 700.0)","(90.0, 95.0]"
17728290,9/5/12,9/7/12,,9/24/12,,10/18/12,PTMHJU,"Wells Fargo Bank, N.A.",380382325,CA,No,No,9/15/11,309000,672,88.29000092,350000,321612,,,R,B,Bank Owned Mortgage Company - National,Mike Willams,10/8/12,4,WFMBS 2006-AR4,6/1/13,20.53430255,"[600.0, 700.0)","(85.0, 90.0]"
19559358,11/3/11,11/8/11,,11/16/11,,1/17/12,EPKKQQ,Allied Home Mortgage Corp,378755227,LA,No,No,7/22/11,306000,672,90,341500,311081,,,P,B,Mortgage Banker - (Large),Mike Willams,12/19/11,4,SEMT 2012-5,6/1/13,22.34132118,"[600.0, 700.0)","(85.0, 90.0]"
25434611,7/3/12,7/9/12,7/24/12,,,8/23/12,ERWVHO,"Wells Fargo Bank, N.A.",381487057,ID,No,No,8/31/11,121500,673,90,135000,128892,,,P,G,Bank Owned Mortgage Company - National,Mike Willams,8/13/12,4,SEMT 2012-1,6/1/13,21.02712581,"[600.0, 700.0)","(85.0, 90.0]"
29148626,7/11/12,7/12/12,,7/30/12,,10/1/12,IUYIFI,First Interstate Bank,780023850,WY,No,No,6/15/12,164000,673,92.12999725,178000,176974,,,R,B,Community Banks,Allie Martin,9/10/12,4,WFMBS 2006-5,6/1/13,11.53206431,"[600.0, 700.0)","(90.0, 95.0]"
32778521,3/15/12,3/19/12,,4/9/12,,5/8/12,BWUKCO,Centrue Bank,KM11466,IL,No,No,1/27/12,65715,674,87.62000275,75000,,,,R,B,Community Banks,Mike Willams,5/7/12,4,WFMBS 2006-5,6/1/13,16.13174809,"[600.0, 700.0)","(85.0, 90.0]"
21497871,3/15/12,3/19/12,,3/27/12,,4/12/12,CTGLWO,Magnolia State Bank,5178461,MS,Yes,No,2/1/12,225000,674,90,250000,,,,P,B,Community Banks,Steve Winston,4/2/12,4,SEMT 2012-1,6/1/13,15.96747366,"[600.0, 700.0)","(85.0, 90.0]"
21227226,1/11/13,1/16/13,,,,,KOINAC,Bexil American Mortgage Inc,2200221477,WA,No,No,11/2/12,228510,675,90,258000,,,,P,B,Mortgage Banker - Bank Owned,,,,SEMT 2012-5,6/1/13,6.932380542,"[600.0, 700.0)","(85.0, 90.0]"
29259155,6/27/12,6/27/12,,7/5/12,7/30/12,7/23/12,TNUKHC,SEFCU Services LLC,488331900,NY,No,No,3/14/12,185915,675,95,196000,,,,P,B,Credit Unions,Steve Winston,7/11/12,4,SEMT 2012-1,6/1/13,14.58756853,"[600.0, 700.0)","(90.0, 95.0]"
22645536,3/15/12,3/19/12,,5/21/12,,6/22/12,QVVZXM,Bank of Springfield,4000031437,IL,No,No,12/20/11,76500,676,90,85000,,,,R,B,Community Banks,Steve Winston,6/13/12,4,WFMBS 2006-AR4,6/1/13,17.38023368,"[600.0, 700.0)","(85.0, 90.0]"
16532584,10/8/12,10/10/12,,10/17/12,,11/1/12,EWOQGL,"Wells Fargo Bank, N.A.",290647213,AL,No,No,7/13/12,391500,676,90,435000,,,,P,B,Bank Owned Mortgage Company - National,Steve Winston,10/24/12,4,WFMBS 2006-5,6/1/13,10.61212756,"[600.0, 700.0)","(85.0, 90.0]"
22546470,1/11/13,1/16/13,,,,,CPGBYA,Wholesale Capital Corporation,8017055,CA,No,No,10/3/12,173375,678,95,183000,,,,P,B,Mortgage Banker - Bank Owned,,,,SEMT 2012-5,6/1/13,7.918027064,"[600.0, 700.0)","(90.0, 95.0]"
24557130,7/11/12,7/12/12,,7/25/12,,8/30/12,WGEEQM,InterLinc Mortgage Inc,414986448,TX,No,No,6/13/12,342000,678,95,360000,,,,P,B,Mortgage Banker - Bank Owned,Allie Martin,8/24/12,4,SEMT 2012-1,6/1/13,11.59777408,"[600.0, 700.0)","(90.0, 95.0]"
27401614,12/20/11,1/24/12,,2/14/12,,3/22/12,KBPJKS,Texas Trust Credit Union,34121241,TX,No,No,10/24/11,105100,679,93.83999634,112000,,,,R,B,Credit Unions,Allie Martin,3/14/12,4,WFMBS 2006-AR4,6/1/13,19.25296207,"[600.0, 700.0)","(90.0, 95.0]"
31348707,10/4/12,10/8/12,,10/17/12,,10/29/12,PLXDVL,Trustmark National Bank,4084568,MS,No,No,1/31/12,235000,679,94,268500,237859,,,P,B,Community Banks,Mike Willams,10/24/12,4,WFMBS 2006-5,6/1/13,16.00032855,"[600.0, 700.0)","(90.0, 95.0]"
15810620,3/19/10,3/11/10,,,,7/27/10,FXXHMC,Quicken Loans Inc,3221730685,OH,No,No,12/31/09,192400,680,84.38999939,,,,,R,B,Community Banks,Mike Willams,3/25/10,4,WFMBS 2006-5,6/1/13,41.00289534,"[600.0, 700.0)","(0.0, 85.0]"
19832534,7/3/12,7/16/12,,7/30/12,,8/15/12,TFUQOA,PennyMac Loan Services LLC,8000012389,NV,No,No,1/27/12,70300,680,95,74000,70000,,,P,B,Mortgage Banker - Bank Owned,Mike Willams,8/14/12,4,SEMT 2012-1,6/1/13,16.13174809,"[600.0, 700.0)","(90.0, 95.0]"
18855662,11/22/10,,,,,11/29/10,KIOMAH,Quicken Loans Inc,5772432196,MD,No,No,4/12/10,242725,681,95,257000,,,,R,B,Community Banks,Mike Willams,11/29/10,4,WFMBS 2006-AR4,6/1/13,37.65169716,"[600.0, 700.0)","(90.0, 95.0]"
29214085,1/30/13,,,2/4/13,,,PPYCTE,US Bank NA,6800642952,CO,No,No,12/5/12,301000,682,87.25,346000,,,,P,B,Bank Owned Mortgage Company - National,,,,WFMBS 2006-5,6/1/13,5.848169367,"[600.0, 700.0)","(85.0, 90.0]"
16188103,1/3/13,1/4/13,,1/10/13,,1/10/13,TVTDFR,Umpqua Bank,8501152459,WA,No,No,7/27/12,130410,682,90,150000,127500,,,P,B,Community Banks,Mike Willams,1/10/13,4,WFMBS 2006-5,6/1/13,10.15215918,"[600.0, 700.0)","(85.0, 90.0]"
26645569,12/4/12,12/7/12,,12/18/12,,,TIEIJY,Capital Mortgage Services,4000005081,GA,No,No,3/8/12,120650,682,95,210000,251058,,,P,B,Mortgage Banker - Bank Owned,Mike Willams,1/17/13,1,WFMBS 2006-5,6/1/13,14.78469784,"[600.0, 700.0)","(90.0, 95.0]"
25493594,10/4/12,10/8/12,,10/18/12,,10/26/12,OGVDLP,Central Mortgage Company,1180010908,FL,No,No,11/28/11,128250,682,95,135000,131000,,,P,B,Mortgage Banker - (Large),Mike Willams,10/25/12,4,SEMT 2012-5,6/1/13,18.10304113,"[600.0, 700.0)","(90.0, 95.0]"
20021394,12/10/12,10/10/12,11/20/12,11/28/12,,1/29/13,SUFJYU,Alliance Financial Resources LLC,415231422,AZ,Yes,No,6/18/12,164350,682,95,173000,,,,P,B,Mortgage Banker - Bank Owned,Allie Martin,1/15/13,4,SEMT 2012-1,6/1/13,11.43349966,"[600.0, 700.0)","(90.0, 95.0]"
18584479,12/20/11,12/29/11,,1/19/12,,2/29/12,WJVZUH,SWBC Mortgage Corporation,36422160,TX,No,No,10/7/11,186695,682,95,198000,,,,P,B,Mortgage Banker - Bank Owned,Steve Winston,2/16/12,4,SEMT 2012-1,6/1/13,19.8114951,"[600.0, 700.0)","(90.0, 95.0]"
26173677,6/3/11,,,,,6/14/11,LZGBRP,Guaranteed Rate Inc,411846439,OK,No,No,1/14/11,355036,682,95,375000,,,,P,B,Mortgage Banker - (Large),Mike Willams,6/14/11,4,SEMT 2012-5,6/1/13,28.55089427,"[600.0, 700.0)","(90.0, 95.0]"
24581948,1/11/13,1/16/13,,1/28/13,,,UWXSTO,Bankers Mortgage Lending Inc,1122100189,FL,No,No,11/7/12,267500,683,84.91999817,315000,,,,R,B,Mortgage Banker - Bank Owned,,,,SEMT 2012-1,6/1/13,6.768106121,"[600.0, 700.0)","(0.0, 85.0]"
18448764,7/12/11,7/14/11,8/5/11,8/8/11,9/12/11,8/25/11,WYAIXA,Sun Home Loans,230153486,PA,No,No,3/11/11,174250,683,85,205000,,,,R,B,Community Banks,Mike Willams,8/24/11,4,WFMBS 2006-5,6/1/13,26.71102076,"[600.0, 700.0)","(0.0, 85.0]"
32742979,12/4/12,12/5/12,12/20/12,12/27/12,,1/3/13,NCZYRE,BB&T Corp,6996589941,CO,No,Yes,8/6/12,369000,683,90,414000,420454,,,P,B,Mortgage Banker - Bank Owned,Mike Willams,12/28/12,4,SEMT 2012-5,6/1/13,9.823610341,"[600.0, 700.0)","(85.0, 90.0]"
17057384,11/23/10,1/11/11,,,,5/4/11,DEXCDE,United Community Mortgage Services Inc,6800345323,GA,No,No,8/25/10,275500,683,95,290000,,,,P,B,Community Banks,Steve Winston,3/24/11,4,SEMT 2012-1,6/1/13,33.21628781,"[600.0, 700.0)","(90.0, 95.0]"
30542329,6/1/10,9/20/10,,,,12/2/10,QJUSLQ,NTFN Inc,1006428502,TX,No,No,2/23/10,345562,683,95,370000,,,,P,B,Mortgage Banker - (Large),Mike Willams,12/2/10,4,WFMBS 2006-AR4,6/1/13,39.2287316,"[600.0, 700.0)","(90.0, 95.0]"
16343290,4/3/12,4/11/12,,4/18/12,,6/4/12,WBRFHQ,American Home Mortgage Corp,2000048898,CA,No,No,12/2/11,380000,683,95,400000,389754,,,P,B,Mortgage Banker - (Large),Mike Willams,4/30/12,4,SEMT 2012-1,6/1/13,17.97162159,"[600.0, 700.0)","(90.0, 95.0]"
15966880,7/11/12,7/12/12,,7/27/12,,9/18/12,GYRVKF,Allied Mortgage Group Inc,414552943,NJ,No,No,5/21/12,417000,684,88.91000366,471000,,,,P,B,Mortgage Banker - Bank Owned,Allie Martin,8/29/12,4,WFMBS 2006-5,6/1/13,12.35343642,"[600.0, 700.0)","(85.0, 90.0]"
18882475,8/22/11,8/22/11,9/7/11,9/23/11,,9/29/11,EUQFRN,JPMorgan Chase Bank NA,1156876008,GA,Yes,No,11/13/07,324000,684,90,360000,,,,R,B,Bank Owned Mortgage Company - National,Mike Willams,9/23/11,5,WFMBS 2006-AR4,6/1/13,66.59685004,"[600.0, 700.0)","(85.0, 90.0]"
32509554,6/1/10,9/22/10,,,,12/7/10,SVBYWH,Consumer Loan Services Inc,20193,WI,No,No,2/1/10,35000,684,94.58999634,37000,100000,,,P,B,Credit Unions,Steve Winston,12/7/10,4,SEMT 2012-5,6/1/13,39.95153905,"[600.0, 700.0)","(90.0, 95.0]"
14924510,4/19/11,4/28/11,,5/17/11,,6/2/11,UXRNFQ,Merrimack Valley Federal Credit Union,24855,MA,No,Yes,2/8/11,110000,684,94.83000183,116000,112000,,,R,B,Credit Unions,Allie Martin,5/31/11,4,WFMBS 2006-AR4,6/1/13,27.72952217,"[600.0, 700.0)","(90.0, 95.0]"
26381848,11/23/10,1/5/11,,,,4/14/11,KNUAKC,Allegiance Credit Union,382955,OK,No,No,7/29/10,91600,685,85.61000061,107000,,,,R,B,Credit Unions,Allie Martin,3/24/11,4,WFMBS 2006-AR4,6/1/13,34.10336968,"[600.0, 700.0)","(85.0, 90.0]"
23732899,3/15/12,3/19/12,,4/4/12,,5/22/12,GEGMDE,Amarillo National Bank,8006046657,TX,No,No,12/14/11,160950,685,88.91999817,181000,,,,R,B,Community Banks,Allie Martin,5/14/12,4,SEMT 2012-1,6/1/13,17.57736298,"[600.0, 700.0)","(85.0, 90.0]"
17484910,10/8/12,10/11/12,,11/5/12,,1/2/13,PGJOMG,Mortgage Express LLC,429155468,WA,No,Yes,8/1/12,132300,685,90,147000,,,,P,B,Mortgage Banker - Bank Owned,Eric Miller,1/2/13,4,WFMBS 2006-AR4,6/1/13,9.987884761,"[600.0, 700.0)","(85.0, 90.0]"
21148547,3/19/10,3/12/10,,,,7/28/10,NDWCBJ,TBI Mortgage Company,207767829,MD,No,No,12/1/09,417000,685,94.40000153,441741,,,,P,B,Mortgage Banker - (Large),Mike Willams,3/26/10,4,WFMBS 2006-5,6/1/13,41.98854186,"[600.0, 700.0)","(90.0, 95.0]"
23524767,3/5/12,3/6/12,,3/19/12,,3/20/12,UKMNMA,PHH Mortgage Corporation,7114857548,NJ,No,No,8/11/11,274550,685,95,290000,287466,,,P,B,Mortgage Banker - (Large),Mike Willams,3/20/12,4,WFMBS 2006-5,6/1/13,21.6842235,"[600.0, 700.0)","(90.0, 95.0]"
31759620,7/11/12,7/12/12,,8/2/12,,9/20/12,QEIPLH,Potlatch #1 Federal Credit Union,1041790000,ID,No,No,4/13/12,145500,685,97,150000,,,,P,B,Credit Unions,Steve Winston,9/14/12,4,WFMBS 2006-5,6/1/13,13.60192201,"[600.0, 700.0)","(95.0, inf]"
27068884,9/21/11,9/28/11,,10/28/11,,11/28/11,JVHJSX,Chicago Mortgage Solutions Corporation,1122596052,IL,No,No,6/8/11,186000,686,86.11000061,216000,,,,R,B,Mortgage Banker - Bank Owned,Mike Willams,11/18/11,4,SEMT 2012-5,6/1/13,23.78693608,"[600.0, 700.0)","(85.0, 90.0]"
31265018,10/1/12,10/2/12,,10/10/12,,10/17/12,DSFBSF,AgFirst Farm Credit Bank,200017798,NC,Yes,No,8/1/12,157700,686,89.59999847,176000,,,,C,B,Credit Unions,Mike Willams,10/15/12,4,WFMBS 2006-5,6/1/13,9.987884761,"[600.0, 700.0)","(85.0, 90.0]"
25678785,7/3/12,7/9/12,,7/18/12,,7/19/12,ALVWFG,Colonial Savings FA,17222,CA,No,No,12/15/11,65700,686,90,73000,75000,,,P,B,Community Banks,Mike Willams,7/18/12,4,SEMT 2012-5,6/1/13,17.5445081,"[600.0, 700.0)","(85.0, 90.0]"
23046621,3/18/11,3/29/11,,,,5/19/11,IWZQTJ,JPMorgan Chase Bank NA,1432318327,LA,No,No,2/9/11,209500,686,91,231000,217898,,,R,B,Bank Owned Mortgage Company - National,,,5,SEMT 2012-1,6/1/13,27.69666728,"[600.0, 700.0)","(90.0, 95.0]"
31683938,10/8/12,10/10/12,10/25/12,11/8/12,,12/26/12,EQCOOI,International City Mortgage Inc,428812762,CA,No,No,7/30/12,170000,687,82.93000031,205000,,,,R,B,Mortgage Banker - Bank Owned,Mike Willams,12/26/12,4,SEMT 2012-5,6/1/13,10.05359453,"[600.0, 700.0)","(0.0, 85.0]"
16130738,6/1/10,9/7/10,,,,2/23/11,BYIYFG,SAC Federal Credit Union,1-244294,NE,No,No,9/23/09,81000,687,90,90000,,,,P,B,Credit Unions,Mike Willams,11/8/10,4,WFMBS 2006-5,6/1/13,44.25552886,"[600.0, 700.0)","(85.0, 90.0]"
21462822,1/11/13,2/4/13,,,,,QZNCOL,Envoy Mortgage Ltd,1429325630,WA,No,No,11/6/12,144000,687,94.73999786,152000,,,,R,B,Mortgage Banker - Bank Owned,,,,WFMBS 2006-5,6/1/13,6.800961005,"[600.0, 700.0)","(90.0, 95.0]"
17844269,10/4/12,10/8/12,10/23/12,12/5/12,,12/10/12,WMJVLY,PennyMac Loan Services LLC,8000037709,MN,No,No,6/15/12,408500,687,95,435000,483000,,,P,B,Mortgage Banker - Bank Owned,Mike Willams,12/6/12,4,WFMBS 2006-5,6/1/13,11.53206431,"[600.0, 700.0)","(90.0, 95.0]"
30401860,9/22/11,9/22/11,,,,10/18/11,EOVSWX,VIP Mortgage Inc,603133463,AZ,No,No,7/28/11,164900,687,97,170000,155000,,,P,B,Mortgage Banker - Bank Owned,Steve Winston,9/26/11,4,WFMBS 2006-5,6/1/13,22.14419187,"[600.0, 700.0)","(95.0, inf]"
33060850,9/21/11,9/28/11,,10/13/11,,10/26/11,ECNKHN,First Interstate Bank,160011449,MT,No,No,6/9/11,62500,688,83.33000183,92000,,,,P,B,Community Banks,Allie Martin,10/19/11,4,SEMT 2012-5,6/1/13,23.75408119,"[600.0, 700.0)","(0.0, 85.0]"
22977589,8/2/12,8/7/12,8/22/12,,,8/30/12,RQFLKP,"Wells Fargo Bank, N.A.",380183525,PA,No,No,9/20/11,54825,688,85,80000,86321,,,P,G,Bank Owned Mortgage Company - National,Mike Willams,8/28/12,4,WFMBS 2006-5,6/1/13,20.37002813,"[600.0, 700.0)","(0.0, 85.0]"
26655369,10/12/11,10/14/11,,11/14/11,,12/22/11,SRKUJD,EverBank,1596031004,CA,No,No,8/12/11,348500,688,88.01000214,396000,,,,R,B,Bank Owned Mortgage Company - National,Steve Winston,12/21/11,4,WFMBS 2006-5,6/1/13,21.65136861,"[600.0, 700.0)","(85.0, 90.0]"
20112116,6/21/11,6/23/11,,7/1/11,8/31/11,8/26/11,EZDOGW,Central Pacific HomeLoans Inc,63117002,HI,No,Yes,4/7/11,363910,688,90,397000,,,,P,B,Community Banks,Mike Willams,7/13/11,4,WFMBS 2006-5,6/1/13,25.82393889,"[600.0, 700.0)","(85.0, 90.0]"
32165534,12/20/11,12/27/11,,1/18/12,,2/17/12,SQVIZZ,The First National Bank of Trenton,20101324,TX,No,No,9/29/11,200790,688,97,208000,,,,P,B,Community Banks,Mike Willams,2/15/12,4,WFMBS 2006-AR4,6/1/13,20.07433418,"[600.0, 700.0)","(95.0, inf]"
27232193,4/23/12,4/26/12,,,,6/18/12,XGHUCE,Provident Funding Associates LP,2321120155,IL,No,No,2/13/12,273000,689,82.73000336,330000,,,,R,B,Mortgage Banker - (Large),Mike Willams,6/12/12,4,WFMBS 2006-5,6/1/13,15.57321506,"[600.0, 700.0)","(0.0, 85.0]"
30457549,10/8/12,10/10/12,,10/17/12,,11/1/12,YMDDTD,"Wells Fargo Bank, N.A.",341771368,GA,No,No,6/27/12,287300,689,85,370000,,,,P,B,Bank Owned Mortgage Company - National,Mike Willams,10/19/12,4,SEMT 2012-5,6/1/13,11.1378057,"[600.0, 700.0)","(0.0, 85.0]"
17774085,1/11/13,1/17/13,,1/28/13,,,BHOJRR,Wakefield Co-Operative Bank,120531001,MA,No,No,11/7/12,215000,689,89.58000183,240000,,,,R,B,Community Banks,,,,WFMBS 2006-AR4,6/1/13,6.768106121,"[600.0, 700.0)","(85.0, 90.0]"
18521487,3/15/12,3/19/12,,,,5/2/12,HVHSOJ,Bankers Bank,1180010329,IA,No,No,12/9/11,104499,689,89.93000031,119000,,,,P,B,Community Banks,,,5,WFMBS 2006-5,6/1/13,17.74163741,"[600.0, 700.0)","(85.0, 90.0]"
34104022,12/4/12,12/12/12,,12/19/12,,1/3/13,IKUNTN,"Wells Fargo Bank, N.A.",429817893,CA,No,No,8/28/12,85500,689,90,95000,101963,,,P,B,Bank Owned Mortgage Company - National,Mike Willams,12/20/12,4,SEMT 2012-5,6/1/13,9.100802891,"[600.0, 700.0)","(85.0, 90.0]"
33807337,6/1/10,9/2/10,,,,11/4/10,KQGLUH,Key Mortgage Services Inc,602587674,IL,No,Yes,2/9/10,112500,689,90,125000,,,,P,B,Mortgage Banker - Bank Owned,Steve Winston,11/4/10,4,WFMBS 2006-AR4,6/1/13,39.68869997,"[600.0, 700.0)","(85.0, 90.0]"
32599965,10/8/12,10/11/12,,10/24/12,,11/19/12,JMIUNN,American National Bank,LEES121690,TX,Yes,No,9/20/12,345000,689,94.51999664,379000,,,,P,B,Community Banks,Allie Martin,11/12/12,4,WFMBS 2006-5,6/1/13,8.345140557,"[600.0, 700.0)","(90.0, 95.0]"
20025352,4/19/11,5/5/11,,6/22/11,,6/29/11,VYMWDG,Advantage Plus Federal Credit Union,26344465,ID,No,No,12/3/10,107825,689,95,113500,,,,P,B,Credit Unions,Allie Martin,6/28/11,4,WFMBS 2006-5,6/1/13,29.9307994,"[600.0, 700.0)","(90.0, 95.0]"
23541308,10/8/12,10/10/12,,10/22/12,,12/4/12,BXRPTH,On Q Financial Inc,430308874,CO,No,No,9/7/12,360050,689,95,415000,,,,P,B,Mortgage Banker - Bank Owned,Allie Martin,11/15/12,4,SEMT 2012-5,6/1/13,8.77225405,"[600.0, 700.0)","(90.0, 95.0]"
34162295,12/10/12,10/10/12,11/20/12,11/28/12,,1/29/13,KILCXR,Alliance Financial Resources LLC,416200236,AZ,No,No,7/17/12,399000,689,95,420000,407000,,,P,B,Mortgage Banker - Bank Owned,Allie Martin,1/16/13,4,WFMBS 2006-AR4,6/1/13,10.48070802,"[600.0, 700.0)","(90.0, 95.0]"
27284197,7/11/12,7/12/12,,7/31/12,,9/12/12,UMCARL,Desert Schools Federal Credit Union,2800053205,AZ,No,No,6/12/12,251000,690,89.63999939,280000,,,,P,B,Credit Unions,Mike Willams,9/5/12,4,SEMT 2012-5,6/1/13,11.63062897,"[600.0, 700.0)","(85.0, 90.0]"
17689082,1/11/13,1/16/13,,,,,DOBQLP,Crosscountry Mortgage Inc,2006000107,OH,No,No,12/21/12,314900,690,91.27999878,345000,,,,R,B,Mortgage Banker - Bank Owned,,,,WFMBS 2006-AR4,6/1/13,5.322491222,"[600.0, 700.0)","(90.0, 95.0]"
27461594,9/28/12,9/28/12,,,,10/23/12,QZGYJX,Boeing Employee's Credit Union,37479953,WA,No,No,7/19/12,121100,690,94.98000336,128000,,,,P,B,Credit Unions,Steve Winston,10/11/12,4,SEMT 2012-1,6/1/13,10.41499825,"[600.0, 700.0)","(90.0, 95.0]"
27853913,9/5/12,9/7/12,,9/13/12,,9/17/12,ZNORWI,Colonial Savings FA,27793,CA,No,No,5/9/12,237500,690,95,250000,217000,,,P,B,Community Banks,Mike Willams,9/13/12,4,WFMBS 2006-5,6/1/13,12.74769502,"[600.0, 700.0)","(90.0, 95.0]"
19524849,11/23/10,1/10/11,,,,2/9/11,FCTVOT,Reunion Mortgage Inc,602725530,IN,No,No,6/25/10,344375,690,95,362500,,,,P,B,Mortgage Banker - (Large),Mike Willams,1/24/11,4,WFMBS 2006-AR4,6/1/13,35.22043574,"[600.0, 700.0)","(90.0, 95.0]"
30887222,6/1/10,8/11/10,,,,10/13/10,JEVYPY,The Northern Ohio Investment Company,29021,MI,No,No,5/29/09,93500,691,85,112500,99000,,,P,B,Mortgage Banker - Bank Owned,Steve Winston,10/13/10,4,SEMT 2012-5,6/1/13,48.0995503,"[600.0, 700.0)","(0.0, 85.0]"
22905485,9/21/11,9/28/11,,10/18/11,,11/11/11,HUFRPC,DuPage Credit Union,767458190,IL,No,No,6/17/11,291500,691,87.80000305,332000,246000,Yes,332000,R,B,Credit Unions,Allie Martin,11/2/11,4,SEMT 2012-1,6/1/13,23.49124212,"[600.0, 700.0)","(85.0, 90.0]"
19118776,7/11/12,7/12/12,,7/18/12,,9/18/12,RGVOLC,Menna Company,6996123357,GA,No,No,4/27/12,175500,691,90,204000,,,,P,B,Mortgage Banker - Bank Owned,Eric Miller,8/8/12,4,SEMT 2012-1,6/1/13,13.14195363,"[600.0, 700.0)","(85.0, 90.0]"
15406240,11/23/10,1/10/11,,,,2/4/11,RGMTNX,PlainsCapital PrimeLending,1078680686,MI,No,No,8/4/10,185400,691,90,206000,,,,R,B,Mortgage Banker - Bank Owned,Allie Martin,1/12/11,4,WFMBS 2006-5,6/1/13,33.90624037,"[600.0, 700.0)","(85.0, 90.0]"
30493221,4/19/11,4/25/11,,5/19/11,,5/25/11,DZPFLM,American Fidelity Mortgage Services Inc,602970051,IL,No,No,2/28/11,326250,691,90,370000,,,,P,B,Mortgage Banker - Bank Owned,Mike Willams,5/25/11,4,SEMT 2012-5,6/1/13,27.07242449,"[600.0, 700.0)","(85.0, 90.0]"
28571283,11/3/11,11/8/11,,12/5/11,,1/17/12,HGTLEQ,Allied Home Mortgage Corp,2880210163,CT,No,No,10/12/11,105450,691,95,111000,108000,,,P,B,Mortgage Banker - (Large),Mike Willams,12/8/11,4,SEMT 2012-1,6/1/13,19.64722068,"[600.0, 700.0)","(90.0, 95.0]"
19812465,1/28/13,,,1/28/13,,,BCSMOS,The Bank of Holland,5777257580,MI,No,No,10/31/12,169290,691,95,179000,,,,P,B,Community Banks,,,,WFMBS 2006-5,6/1/13,6.99809031,"[600.0, 700.0)","(90.0, 95.0]"
20260003,9/28/12,9/28/12,,,,10/23/12,OQYUZK,Sierra Pacific Mortgage Services Inc,1428240251,CA,No,No,8/13/12,247000,691,95,260000,,,,P,B,Mortgage Banker - (Large),Steve Winston,10/9/12,4,SEMT 2012-1,6/1/13,9.593626152,"[600.0, 700.0)","(90.0, 95.0]"
22372930,9/28/12,9/28/12,,,,10/23/12,SLKBPZ,BOK Financial Corp,3890086,OK,No,No,8/22/12,174050,692,87.02999878,200000,,,,R,B,Mortgage Banker - Bank Owned,Eric Miller,10/9/12,4,SEMT 2012-1,6/1/13,9.297932196,"[600.0, 700.0)","(85.0, 90.0]"
